,fed_rssd,inst.webaddr,cbsa_metro,mutual,cert,docket,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,county,cbsa_metro_name,estymd,offdom,offfor,stmult,specgrp,subchaps,insdate,effdate,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb
35,3614837,WWW.ACCESSBANK.COM,36540.0,Stock,58727,0,3637939,Access Bank,Omaha,NE,68114,3/31/2019,5/19/2019,NM,8712 West Dodge Road,"3MV BANCORP, INC.",Douglas,"Omaha-Council Bluffs, NE-IA",12/10/2007,7,0,0,4,0,12/10/2007,5/6/2017,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,West,0,1
36,3535848,http://WWW.ACCESSBANKTX.COM,19100.0,Stock,58562,0,4556381,AccessBank Texas,Denton,TX,76201,3/31/2019,5/19/2019,NM,"320 W Eagle Drive, # 100","ACCESS BANCORP, INC.",Denton,"Dallas-Fort Worth-Arlington, TX",10/22/2007,5,0,0,4,0,10/22/2007,5/16/2016,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1
37,5210,http://www.acnb.com,23900.0,Stock,7506,12499,1117464,ACNB Bank,Gettysburg,PA,17325,3/31/2019,5/19/2019,NM,16 Lincoln Square,ACNB CORPORATION,Adams,"Gettysburg, PA",4/11/1857,29,0,1,4,0,1/1/1934,7/1/2017,0,1,FDIC,DIF,New York,NEW YORK,Harrisburg,Philadelphia,Northeastern,Northeast,0,1
38,463650,http://www.abtbank.com,,Stock,18489,12279,5006472,Adams Bank & Trust,Ogallala,NE,69153,3/31/2019,5/19/2019,SM,315 North Spruce Street,"ADAGE, LLC",Keith,,2/26/1962,20,0,1,2,0,2/26/1962,3/31/2006,0,1,FED,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,West,0,1
39,343903,www.adamscommunity.com,38340.0,Non-Stock,90140,12033,0,Adams Community Bank,Adams,MA,1220,3/31/2019,5/19/2019,SB,2 Center Street,,Berkshire,"Pittsfield, MA",5/1/1869,8,0,0,5,0,7/24/1985,1/1/2016,0,1,FDIC,DIF,New York,NEW YORK,Springfield Ma,Boston,Northeastern,Northeast,0,1
40,9553,http://www.adamscountybank.net,,Stock,14311,0,1053870,Adams County Bank,Kenesaw,NE,68956,3/31/2019,5/19/2019,NM,401 N. Smith Avenue,FIRST KENESAW COMPANY,Adams,,1/1/1878,2,0,0,2,1,1/1/1934,6/1/2010,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,West,0,1
41,332756,www.adamsstate.com,,Stock,9812,0,0,Adams State Bank,Adams,NE,68301,3/31/2019,5/19/2019,NM,649 Main Street,,Gage,,1/18/1918,1,0,0,2,1,1/1/1934,3/31/2006,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,West,0,1
42,101671,www.adirondackbank.com,46540.0,Stock,28380,1473,2467474,Adirondack Bank,Utica,NY,13501,3/31/2019,5/19/2019,SM,185 Genesee Street,"ADIRONDACK BANCORP, INC.",Oneida,"Utica-Rome, NY",1/1/1898,18,0,0,4,0,1/25/1936,1/1/2014,0,0,FED,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,1
43,541307,www.admiralsbank.com,14460.0,Stock,27015,13964,0,Admirals Bank,Boston,MA,2116,3/31/2019,5/19/2019,SA,579 Boylston Street,,Suffolk,"Boston-Cambridge-Newton, MA-NH",1/1/1967,2,0,1,4,0,7/20/1987,1/1/2018,0,0,OCC,DIF,New York,NEW YORK,South Boston,Boston,Northeastern,Northeast,0,1
44,94858,www.adrianbank.com,28140.0,Stock,8251,0,1399505,Adrian Bank,Adrian,MO,64720,3/31/2019,5/19/2019,SM,130 East Main Street,"ADRIAN BANCSHARES, INC.",Bates,"Kansas City, MO-KS",10/18/1932,3,0,0,2,1,1/1/1934,1/1/2012,0,0,FED,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1
45,293352,www.adrianstatebank.com,,Stock,8822,0,1125254,Adrian State Bank,Adrian,MN,56110,3/31/2019,5/19/2019,NM,322 Maine Avenue,ADRIAN BUILDING CORPORATION,Nobles,,10/23/1889,1,0,0,2,1,1/1/1934,3/31/2006,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Central,West,0,1
46,438050,http://www.advantagebank.biz,36420.0,Stock,18152,15877,1066928,Advantage Bank,Oklahoma City,OK,73141,3/31/2019,5/19/2019,NM,8001 Ne 23rd Street,"SPENCER BANCSHARES, INC.",Oklahoma,"Oklahoma City, OK",11/17/1913,2,0,0,4,1,2/15/1960,4/26/2018,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1
47,2927615,http://www.advantagebanks.com,22660.0,Stock,57072,0,0,Advantage Bank,Loveland,CO,80538,3/31/2019,5/19/2019,NM,1475 North Denver Avenue,,Larimer,"Fort Collins, CO",9/21/2000,4,0,0,4,0,9/21/2000,6/14/2016,0,0,FDIC,DIF,Dallas,KANSAS CITY,Denver,Kansas City,Western,Western,0,1
48,189549,www.advantagecommunity.com,,Stock,10375,14584,3155273,Advantage Community Bank,Dorchester,WI,54425,3/31/2019,5/19/2019,NM,101 W Business County Rd. A,"ADVANTAGE COMMUNITY BANCSHARES, INC.",Clark,,8/9/1906,4,0,0,4,0,1/1/1934,7/1/2016,0,0,FDIC,DIF,Chicago,CHICAGO,Eau Claire,Chicago,Central,Central,0,1
49,965789,www.affiliatedbank.com,19100.0,Stock,34885,14544,5189450,"Affiliated Bank, National Association",Bedford,TX,76021,3/31/2019,5/19/2019,N,500 Harwood Rd.,"SBH MANAGER, LLC",Tarrant,"Dallas-Fort Worth-Arlington, TX",1/1/1959,4,0,0,4,0,6/1/1998,2/28/2018,0,0,OCC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1
50,3118447,http://www.myaffinitybank.com,12060.0,Stock,57264,0,3118456,AFFINITY BANK,Atlanta,GA,30339,3/31/2019,5/19/2019,NM,"400 Galleria Pkwy Se, # 900","ABB FINANCIAL GROUP, INC.",Cobb,"Atlanta-Sandy Springs-Roswell, GA",9/3/2002,1,0,0,4,0,9/3/2002,12/27/2017,0,0,FDIC,DIF,Atlanta,NEW YORK,Atlanta,Atlanta,Southern,Southeast,0,1
51,2909330,,37980.0,Stock,35267,14939,0,AIG Federal Savings Bank,Wilmington,DE,19809,3/31/2019,5/19/2019,SA,"503 Carr Road, Suite 130",,New Castle,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5/15/2000,1,0,0,5,0,5/15/2000,12/15/2014,0,1,OCC,DIF,New York,NEW YORK,Claymont,Philadelphia,Northeastern,Northeast,0,0
52,1006951,www.aimbankonline.com,,Stock,3304,0,3183959,AIMBank,Littlefield,TX,79339,3/31/2019,5/19/2019,NM,337 Phelps Avenue,"AIM BANCSHARES, INC.",Lamb,,9/19/1925,20,0,0,4,0,1/1/1934,4/27/2018,0,0,FDIC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1
53,2877484,http://alamericabank.com,13820.0,Stock,35314,0,3047583,Alamerica Bank,Birmingham,AL,35205,3/31/2019,5/19/2019,NM,2170 Highland Avenue,"ALAMERICA BANCCORP, INC.",Jefferson,"Birmingham-Hoover, AL",1/28/2000,1,0,0,4,1,1/28/2000,2/24/2011,0,0,FDIC,DIF,Atlanta,ATLANTA,Shelby,Atlanta,Southern,Southeast,0,1
54,869953,http://www.alamosastatebank.com,,Stock,13947,0,1061222,Alamosa State Bank,Alamosa,CO,81101,3/31/2019,5/19/2019,NM,2225 Main Street,"ALAMOSA BANCORPORATION, LTD.",Alamosa,,3/1/1907,2,0,0,2,1,2/23/1934,3/31/2006,0,0,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1
55,2732,www.albaybank.com,16980.0,Stock,17230,0,1208933,Albany Bank and Trust Company National Association,Chicago,IL,60625,3/31/2019,5/19/2019,N,3424 West Lawrence Avenue,ALBANK CORPORATION,Cook,"Chicago-Naperville-Elgin, IL-IN-WI",6/27/1953,4,0,0,4,0,6/27/1953,3/31/2006,0,1,OCC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1
56,388744,http://www.aldenbank.com,,Stock,17622,12071,0,Alden State Bank,Alden,MI,49612,3/31/2019,5/19/2019,NM,Coy And Helena Streets,,Antrim,,1/1/1934,4,0,0,4,0,6/22/1956,3/31/2006,0,0,FDIC,DIF,Chicago,CHICAGO,Grand Rapids,Chicago,Central,Central,0,1
57,414102,WWW.ALDENSTATE.COM,15380.0,Stock,9831,0,0,Alden State Bank,Alden,NY,14004,3/31/2019,5/19/2019,SM,13216 Broadway,,Erie,"Buffalo-Cheektowaga-Niagara Falls, NY",10/5/1916,2,0,0,4,0,1/1/1934,3/31/2006,0,0,FED,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,1
58,933256,http://www.alerus.com,24220.0,Stock,3931,10999,2067007,"Alerus Financial, National Association",Grand Forks,ND,58201,3/31/2019,5/19/2019,N,401 Demers Avenue,ALERUS FINANCIAL CORPORATION,Grand Forks,"Grand Forks, ND-MN",9/30/1933,19,0,1,4,0,1/1/1934,1/16/2016,0,1,OCC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1
59,585235,http://www.algonquinstatebank.com,16980.0,Stock,13080,0,1201989,Algonquin State Bank,Algonquin,IL,60102,3/31/2019,5/19/2019,NM,2400 Huntington Drive North,FIRST ALGONQUIN COMPANY,Mchenry,"Chicago-Naperville-Elgin, IL-IN-WI",3/3/1902,4,0,0,8,1,1/1/1934,12/23/2016,0,1,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1
60,25357,http://www.allamerica.bank,36420.0,Stock,20093,16002,0,All America Bank,Oklahoma City,OK,73128,3/31/2019,5/19/2019,NM,200 South Rockwell Avenue,,Oklahoma,"Oklahoma City, OK",12/22/1969,7,0,0,2,1,12/22/1969,6/28/2015,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1
61,3579589,www.allegiancebank.com,26420.0,Stock,58629,0,3744239,Allegiance Bank,Houston,TX,77040,3/31/2019,5/19/2019,NM,8727 W Sam Houston Pkwy N,"ALLEGIANCE BANCSHARES, INC.",Harris,"Houston-The Woodlands-Sugar Land, TX",10/15/2007,28,0,0,4,0,10/15/2007,2/2/2019,0,0,FDIC,DIF,Dallas,DALLAS,Houston,Dallas,Southern,West,0,1
62,166652,http://www.alliancebanks.com,40340.0,Stock,10973,12291,1127146,Alliance Bank,Lake City,MN,55041,3/31/2019,5/19/2019,NM,105 East Lyon Avenue,"ALLIANCE FINANCIAL SERVICES, INC.",Wabasha,"Rochester, MN",1/1/1867,7,0,0,4,0,1/1/1934,9/4/2015,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1
63,493741,www.myalliancebank.com,,Stock,197,9807,1138405,Alliance Bank,Francesville,IN,47946,3/31/2019,5/19/2019,NM,101 West Montgomery Street,ALLIANCE BANCORP,Pulaski,,7/3/1930,7,0,0,2,1,1/1/1934,8/17/2016,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1
64,21658,www.alliancebank.us,,Stock,12511,11730,1126082,Alliance Bank,Mondovi,WI,54755,3/31/2019,5/19/2019,NM,245 South Eau Claire Street,"GEBSCO, INC.",Buffalo,,1/1/1900,5,0,0,2,1,1/1/1934,3/31/2006,0,1,FDIC,DIF,Chicago,CHICAGO,Eau Claire,Minneapolis,Central,Central,0,1
65,2694944,http://www.alliancebankks.com,45820.0,Stock,34930,0,2695727,Alliance Bank,Topeka,KS,66614,3/31/2019,5/19/2019,NM,3001 Southwest Wanamaker Rd,"NEW MILLENNIUM BANKSHARES, INC.",Shawnee,"Topeka, KS",9/3/1998,2,0,0,4,0,9/3/1998,2/20/2009,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,Western,0,1
66,176464,www.alliancebank.com,,Stock,11569,10383,2127068,Alliance Bank,Sulphur Springs,TX,75482,3/31/2019,5/19/2019,NM,100 Jefferson Street,"ALLIANCE BANCSHARES, INC.",Hopkins,,6/16/1927,16,0,0,4,1,1/1/1934,3/6/2019,0,1,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1
67,2619714,www.alliancebanking.com,16020.0,Stock,34566,0,3253629,Alliance Bank,Cape Girardeau,MO,63701,3/31/2019,5/19/2019,NM,217 North Kingshighway,"ALLIANCE BANCSHARES, INC.",Cape Girardeau,"Cape Girardeau, MO-IL",10/23/1997,4,0,0,2,0,10/23/1997,3/31/2006,0,0,FDIC,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1
68,3276543,www.alliancebanknc.com,16740.0,Stock,57733,0,5216570,Alliance Bank & Trust Company,Gastonia,NC,28054,3/31/2019,5/19/2019,NM,292 West Main Ave,"PBD HOLDINGS, LLC",Gaston,"Charlotte-Concord-Gastonia, NC-SC",9/8/2004,4,0,0,4,0,9/8/2004,2/4/2019,0,0,FDIC,DIF,Atlanta,DALLAS,Charlotte,Richmond,Northeastern,Southeast,0,1
69,601658,https://www.alliancebanktexas.com,47380.0,Stock,15657,0,3615441,Alliance Bank Central Texas,Waco,TX,76710,3/31/2019,5/19/2019,NM,4721 Bosque Blvd,"ABCT HOLDINGS, INC.",Mclennan,"Waco, TX",3/16/1939,4,0,0,4,0,3/20/1939,4/4/2019,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1
70,924937,www.bankacb.com,44100.0,Stock,9631,0,1406971,Alliance Community Bank,Petersburg,IL,62675,3/31/2019,5/19/2019,NM,321 North Sixth Street,"AC BANCORP, INC.",Menard,"Springfield, IL",5/18/1910,4,0,0,2,1,1/1/1934,10/31/2018,0,1,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1
71,35057,http://www.alliantbank.com,,Stock,1946,11748,2352253,Alliant Bank,Madison,MO,65263,3/31/2019,5/19/2019,NM,101 East Broadway,"NEMO BANCSHARES, INC",Monroe,,2/20/1888,5,0,0,2,1,1/1/1934,1/25/2013,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Columbia Mo,St. louis,Western,West,0,1
72,2140348,http://www.alliedfirst.com,16980.0,Stock,55130,0,3051580,"Allied First Bank,sb",Oswego,IL,60543,3/31/2019,5/19/2019,SB,3201 Orchard Rd,"ALLIED FIRST BANCORP, INC.",Kendall,"Chicago-Naperville-Elgin, IL-IN-WI",1/3/1994,1,0,0,5,0,9/1/2001,4/27/2016,0,0,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1
73,146056,http://www.anbok.com,36420.0,Stock,4051,0,3176559,AllNations Bank,Calumet,OK,73014,3/31/2019,5/19/2019,SM,114 East Main Street,"ALLNATIONS BANCORPORATION, INC.",Canadian,"Oklahoma City, OK",1/1/1901,2,0,0,2,0,1/1/1934,7/11/2018,0,0,FED,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1
74,3284070,http://www.ally.com,41620.0,Stock,57803,0,1562859,Ally Bank,Sandy,UT,84070,3/31/2019,5/19/2019,SM,200 West Civic Centre Drive,ALLY FINANCIAL INC.,Salt Lake,"Salt Lake City, UT",8/2/2004,1,0,0,4,0,8/2/2004,9/11/2017,0,1,FED,DIF,San Francisco,WASHINGTON,Salt Lake City,San Francisco,Western,West,0,0
75,3633173,http://www.almabank.com,35620.0,Stock,58424,0,0,Alma Bank,Astoria,NY,11102,3/31/2019,5/19/2019,NM,28-31 31st Street,,Queens,"New York-Newark-Jersey City, NY-NJ-PA",9/12/2007,13,0,1,4,0,9/12/2007,7/6/2017,0,0,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1
76,224552,www.almenastatebank.com,,Stock,15426,0,5188060,Almena State Bank,Almena,KS,67622,3/31/2019,5/19/2019,NM,500 Main Street,ALMENA INVESTMENTS LLC,Norton,,1/1/1934,3,0,0,2,1,10/3/1936,7/11/2015,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1
77,260055,http://www.alpinebank.com,,Stock,23091,10415,1061679,Alpine Bank,Glenwood Springs,CO,81601,3/31/2019,5/19/2019,NM,2200 Grand Avenue,ALPINE BANKS OF COLORADO,Garfield,,4/1/1980,46,0,0,4,0,4/1/1980,7/12/2007,0,1,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1
78,2889227,https://www.alpinecapitalbank.com,35620.0,Stock,35377,0,0,Alpine Capital Bank,New York,NY,10019,3/31/2019,5/19/2019,NM,"680 Fifth Avenue, 7th Floor",,New York,"New York-Newark-Jersey City, NY-NJ-PA",3/1/2000,1,0,0,4,1,3/1/2000,5/26/2010,0,0,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1
79,199436,http://www.altamahabank.com,,Stock,19590,0,1081510,Altamaha Bank and Trust Company,Vidalia,GA,30474,3/31/2019,5/19/2019,NM,206 Jackson Street,"ALTAMAHA BANCSHARES, INC.",Toombs,,5/16/1966,4,0,0,4,1,5/19/1966,1/25/2013,0,1,FDIC,DIF,Atlanta,ATLANTA,Savannah,Atlanta,Southern,Southeast,0,1
80,3453737,www.apbconnect.com,42220.0,Stock,58275,0,4152505,AltaPacific Bank,Santa Rosa,CA,95403,3/31/2019,5/19/2019,SM,"3725 Westwind Blvd, # 100",ALTAPACIFIC BANCORP,Sonoma,"Santa Rosa, CA",7/10/2006,7,0,0,4,0,7/10/2006,6/20/2016,0,0,FED,DIF,San Francisco,SAN FRANCISCO,San Francisco,San Francisco,Western,Western,0,1
81,881441,www.altonbank.com,,Stock,8276,0,1491548,Alton Bank,Alton,MO,65606,3/31/2019,5/19/2019,NM,520 Broadway St,"ALTON BANCSHARES, INC.",Oregon,,4/17/1924,2,0,0,2,1,1/1/1934,3/31/2006,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Springfield Mo,St. louis,Western,West,0,1
82,777870,www.altoonabank.com,11020.0,Non-Stock,27711,153,0,Altoona First Savings Bank,Altoona,PA,16603,3/31/2019,5/19/2019,SB,203 North Logan Boulevard,,Blair,"Altoona, PA",1/1/1927,5,0,0,4,0,3/31/1937,12/29/2017,0,0,FDIC,DIF,New York,NEW YORK,Wexford,Philadelphia,Northeastern,Northeast,0,1
83,246956,WWW.ALVASTATEBANK.COM,,Stock,9465,9767,3822687,Alva State Bank & Trust Company,Alva,OK,73717,3/31/2019,5/19/2019,NM,518 College Avenue,"GRACE INVESTMENT COMPANY, INC. ESOP, THE",Woods,,9/10/1901,5,0,1,2,1,1/1/1934,2/12/2018,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1
84,661308,http://AMALGAMATEDBANK.COM,35620.0,Stock,622,9297,4400336,Amalgamated Bank,New York,NY,10001,3/31/2019,5/19/2019,NM,275 Seventh Avenue,WORKERS UNITED,New York,"New York-Newark-Jersey City, NY-NJ-PA",4/14/1923,14,0,1,4,0,1/1/1934,5/18/2018,0,1,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,0
85,397531,www.aboc.com,16980.0,Stock,903,10892,1020676,Amalgamated Bank of Chicago,Chicago,IL,60602,3/31/2019,5/19/2019,NM,30 North Lasalle Street,AMALGAMATED INVESTMENTS COMPANY,Cook,"Chicago-Naperville-Elgin, IL-IN-WI",6/30/1922,2,0,0,4,0,1/1/1934,7/28/2017,0,1,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1
86,353555,www.anb.com,11100.0,Stock,14531,10978,1107205,Amarillo National Bank,Amarillo,TX,79101,3/31/2019,5/19/2019,N,410 S Taylor,"AMARILLO NATIONAL BANCORP, INC.",Potter,"Amarillo, TX",1/1/1892,33,0,0,4,1,1/1/1934,3/4/2019,0,1,OCC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1
87,206174,www.amblersav.com,37980.0,Non-Stock,28701,2179,0,Ambler Savings Bank,Ambler,PA,19002,3/31/2019,5/19/2019,SB,155 E Butler Ave,,Montgomery,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1/1/1899,10,0,0,5,0,9/17/1936,5/31/2017,0,0,FDIC,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1
88,9807,www.amboybank.com,35620.0,Stock,6423,9315,2611718,Amboy Bank,Old Bridge,NJ,8857,3/31/2019,5/19/2019,SM,3590 Nj Highway 9 South,AMBOY BANCORPORATION,Middlesex,"New York-Newark-Jersey City, NY-NJ-PA",5/12/1888,23,0,0,4,1,1/1/1934,1/4/2019,0,1,FED,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1
89,83638,www.amerantbank.com,33100.0,Stock,22953,14111,1135972,"Amerant Bank, National Association",Coral Gables,FL,33134,3/31/2019,5/19/2019,N,220 Alhambra Circle,MERCANTIL BANK HOLDING CORPORATION,Miami-Dade,"Miami-Fort Lauderdale-West Palm Beach, FL",9/17/1979,24,0,1,4,0,9/17/1979,10/23/2018,0,1,OCC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1
90,1169650,www.amerasiabankny.com,35620.0,Stock,27267,0,0,Amerasia Bank,Flushing,NY,11355,3/31/2019,5/19/2019,NM,41-06 Main Street,,Queens,"New York-Newark-Jersey City, NY-NJ-PA",6/20/1988,6,0,1,4,0,6/20/1988,4/1/2013,0,0,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1
91,440857,www.amcommbank.com,28140.0,Stock,8893,0,1064492,America's Community Bank,Blue Springs,MO,64015,3/31/2019,5/19/2019,SM,1100 West Main Street,"URICH BANCORP, INC.",Jackson,"Kansas City, MO-KS",2/27/1888,1,0,0,4,1,1/1/1934,1/1/2012,0,0,FED,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1
92,2580243,www.ambk.com,10900.0,Stock,34422,15591,3008753,American Bank,Allentown,PA,18104,3/31/2019,5/19/2019,SM,4029 West Tilghman Street,AMERICAN BANK INCORPORATED,Lehigh,"Allentown-Bethlehem-Easton, PA-NJ",6/2/1997,1,0,0,4,0,6/2/1997,3/31/2006,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1
93,630555,www.americanbankmontana.com,,Stock,20311,10556,1121993,American Bank,Bozeman,MT,59715,3/31/2019,5/19/2019,NM,1632 West Main Street,GUARANTY DEVELOPMENT COMPANY,Gallatin,,7/27/1970,6,0,0,4,1,11/25/1970,9/13/2018,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1
94,275358,www.americanbanktrust.net,,Stock,1117,0,1131406,American Bank & Trust,Wessington Sprin,SD,57382,3/31/2019,5/19/2019,NM,120 East Main Street,"LEACKCO BANK HOLDING COMPANY, INC.",Jerauld,,1/1/1892,13,0,0,2,1,1/1/1934,7/1/2018,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,1
95,83834,http://www.americanbankandtrust.net,,Stock,17906,0,1085349,American Bank & Trust Company,Opelousas,LA,70570,3/31/2019,5/19/2019,NM,307 East Landry Street,"AMERICAN BANCORP, INC.",Saint Landry,,9/22/1958,8,0,0,4,1,9/22/1958,3/31/2006,0,1,FDIC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1
96,597452,www.americanbankandtrust.com,35380.0,Stock,19234,0,1104615,American Bank & Trust Company,Covington,LA,70433,3/31/2019,5/19/2019,NM,1819 N. Columbia Street,"AMERICAN BANCSHARES, INC.",Saint Tammany,"New Orleans-Metairie, LA",9/14/1964,5,0,0,4,0,9/14/1964,3/31/2006,0,0,FDIC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1
97,2919898,www.ambanking.com,14540.0,Stock,35568,0,1119404,"American Bank & Trust Company, Inc.",Bowling Green,KY,42103,3/31/2019,5/19/2019,NM,1302 Scottsville Road,"FIRST BRECKINRIDGE BANCSHARES, INC.",Warren,"Bowling Green, KY",7/5/2000,5,0,0,4,0,7/5/2000,3/31/2006,0,0,FDIC,DIF,Chicago,CHICAGO,Hopkinsville,St. louis,Central,Southeast,0,1
98,718079,http://www.americanbt.com,,Stock,31980,7685,2226475,American Bank & Trust of the Cumberlands,Livingston,TN,38570,3/31/2019,5/19/2019,NM,808 West Main Street,AMERICAN BANCSHARES CORP.,Overton,,1/1/1978,3,0,0,4,1,8/10/1979,2/14/2011,0,1,FDIC,DIF,Dallas,DALLAS,Nashville,Atlanta,Southern,Southeast,0,1
99,54441,http://www.americanbankwi.com,,Stock,6183,0,1134694,American Bank & Trust Wisconsin,Cuba City,WI,53807,3/31/2019,5/19/2019,NM,100 North Main Street,ATBANCORP,Grant,,10/3/1903,5,0,0,2,0,1/1/1934,3/31/2006,0,0,FDIC,DIF,Chicago,KANSAS CITY,Madison,Chicago,Central,Central,0,1
100,452159,www.americanbanktulsa.com,46140.0,Stock,20537,16110,0,American Bank and Trust Company,Tulsa,OK,74135,3/31/2019,5/19/2019,NM,6060 American Plaza,,Tulsa,"Tulsa, OK",11/5/1971,2,0,0,4,0,11/5/1971,3/23/2013,0,1,FDIC,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1
101,2733263,http://www.ambankqc.com,19340.0,Stock,34955,0,1138610,"American Bank and Trust Company, National Association",Davenport,IA,52807,3/31/2019,5/19/2019,N,4301 East 53rd Street,"AMBANK HOLDINGS, INC.",Scott,"Davenport-Moline-Rock Island, IA-IL",1/5/1999,9,0,1,4,0,1/5/1999,3/31/2006,0,1,OCC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1
102,971959,http://www.weareamerican.bank,,Stock,22559,14001,1133781,American Bank Center,Dickinson,ND,58601,3/31/2019,5/19/2019,NM,140 1st Avenue West,"AMERICAN BANCOR, LTD.",Stark,,12/1/1977,17,0,1,2,0,12/1/1977,9/19/2016,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1
103,1002953,http://www.americanbankbaxter.com,,Stock,4624,9208,1065444,American Bank of Baxter Springs,Baxter Springs,KS,66713,3/31/2019,5/19/2019,SM,1201 Military Avenue,"AMERICAN BANCSHARES, INC.",Cherokee,,1/1/1917,3,0,0,2,1,1/1/1934,10/28/2014,0,0,FED,DIF,Kansas City,KANSAS CITY,Springfield Mo,Kansas City,Western,Western,0,1
104,510648,www.americanbankbd.com,,Stock,5283,0,3009938,American Bank of Beaver Dam,Beaver Dam,WI,53916,3/31/2019,5/19/2019,NM,115 Front Street,AMERICAN NATIONAL BANK OF BEAVER DAM EMPLOYEE STOCK OWNERSHIP TRUST,Dodge,,6/30/1891,5,0,0,4,0,1/1/1934,8/27/2018,0,1,FDIC,DIF,Chicago,CHICAGO,Milwaukee,Chicago,Central,Central,0,1
105,215662,www.theabcbank.com,31180.0,Stock,18609,0,1107193,American Bank of Commerce,Wolfforth,TX,79382,3/31/2019,5/19/2019,NM,U.S. Hwy. 82 & Loop 193,"AMERICO BANCSHARES, INC.",Lubbock,"Lubbock, TX",9/11/1962,16,0,1,4,0,10/11/1962,3/31/2006,0,0,FDIC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1
